Local,Roteador,Canal,Minimo,Maximo,Quantidade,NumRoteador
Sala dos professores,18:d6:c7:f9:37:2f,11,-77,-74,10,Roteador 04
Sala dos professores,24:fd:0d:57:19:26,5,-53,-44,10,Roteador 07
Sala dos professores,48:51:cf:81:b0:9e,3,-77,-53,10,Roteador 08
Sala dos professores,50:c7:bf:ef:56:8a,3,-92,-89,10,Roteador 09
Sala dos professores,58:10:8c:91:f3:aa,1,-72,-69,10,Roteador 10
Sala dos professores,60:32:b1:2d:66:c3,10,-90,-79,10,Roteador 11
Sala dos professores,64:66:b3:62:eb:86,1,-85,-77,10,Roteador 12
Sala dos professores,7c:f1:7e:8d:13:22,10,-82,-77,10,Roteador 13
Sala dos professores,84:f1:47:54:95:e0,11,-92,-84,10,Roteador 16
Sala dos professores,84:f1:47:54:95:e2,11,-90,-83,10,Roteador 16
Sala dos professores,cc:32:e5:0c:fc:2b,9,-70,-62,10,Roteador 20
Sala dos professores,d8:0d:17:3e:c3:cb,4,-84,-74,10,Roteador 21
Sala dos professores,d8:5d:4c:86:7e:66,1,-73,-64,10,Roteador 22
Sala dos professores,e4:4e:2d:85:4c:60,11,-90,-86,7,Roteador 23
Sala dos professores,e4:4e:2d:85:4c:62,11,-90,-86,7,Roteador 23
Sala dos professores,e8:94:f6:b9:2f:46,6,-63,-61,10,Roteador 24
Sala dos professores,84:f1:47:54:fd:c0,1,-67,-59,10,Roteador 27
Sala dos professores,84:f1:47:54:fd:c2,1,-68,-59,10,Roteador 27
Sala dos professores,64:70:02:99:fe:f4,1,-91,-87,10,Roteador 31
Sala dos técnicos,00:26:5a:66:55:ef,6,-84,-74,10,Roteador 01
Sala dos técnicos,18:0d:2c:7f:eb:ac,7,-69,-60,10,Roteador 03
Sala dos técnicos,18:d6:c7:f9:37:2f,11,-76,-68,10,Roteador 04
Sala dos técnicos,24:fd:0d:57:19:26,5,-56,-47,10,Roteador 07
Sala dos técnicos,48:51:cf:81:b0:9e,3,-82,-68,10,Roteador 08
Sala dos técnicos,50:c7:bf:ef:56:8a,3,-96,-96,2,Roteador 09
Sala dos técnicos,58:10:8c:91:f3:aa,1,-61,-56,10,Roteador 10
Sala dos técnicos,60:32:b1:2d:66:c3,10,-93,-86,10,Roteador 11
Sala dos técnicos,64:66:b3:62:eb:86,1,-93,-82,10,Roteador 12
Sala dos técnicos,7c:f1:7e:8d:13:22,10,-71,-64,10,Roteador 13
Sala dos técnicos,84:f1:47:54:95:e0,11,-89,-87,8,Roteador 16
Sala dos técnicos,84:f1:47:54:95:e2,11,-89,-86,8,Roteador 16
Sala dos técnicos,84:f1:47:54:96:e0,1,-80,-68,10,Roteador 17
Sala dos técnicos,84:f1:47:54:96:e2,1,-80,-68,10,Roteador 17
Sala dos técnicos,84:f1:47:54:f9:80,11,-90,-82,10,Roteador 19
Sala dos técnicos,84:f1:47:54:f9:82,11,-91,-82,10,Roteador 19
Sala dos técnicos,cc:32:e5:0c:fc:2b,9,-84,-77,10,Roteador 20
Sala dos técnicos,d8:0d:17:3e:c3:cb,4,-74,-67,10,Roteador 21
Sala dos técnicos,d8:5d:4c:86:7e:66,1,-75,-64,10,Roteador 22
Sala dos técnicos,e4:4e:2d:85:4c:60,11,-85,-79,10,Roteador 23
Sala dos técnicos,e4:4e:2d:85:4c:62,11,-85,-79,10,Roteador 23
Sala dos técnicos,e8:94:f6:b9:2f:46,6,-91,-85,10,Roteador 24
Sala dos técnicos,00:27:19:ca:71:d2,11,-96,-96,1,Roteador 25
Sala dos técnicos,54:e6:fc:cf:22:de,6,-93,-92,2,Roteador 26
Sala dos técnicos,84:f1:47:54:fd:c0,1,-85,-81,10,Roteador 27
Sala dos técnicos,84:f1:47:54:fd:c2,1,-85,-79,10,Roteador 27
Sala dos técnicos,2c:57:41:d4:69:c0,1,-89,-88,4,Roteador 43
Sala dos técnicos,2c:57:41:d4:69:c2,1,-93,-88,3,Roteador 43
Sala dos técnicos,84:f1:47:54:7f:20,11,-79,-73,9,Roteador 44
Sala dos técnicos,84:f1:47:54:7f:22,11,-79,-73,10,Roteador 44
Sala dos técnicos,b8:11:4b:1d:1e:40,6,-90,-89,2,Roteador 45
Sala dos técnicos,b8:11:4b:1d:1e:42,6,-90,-89,2,Roteador 45
